addr	xrefs	len	value
710084d1f0	1	19	Failed to recv file
710084d208	1	28	Invalid data in SCP response
710084d228	1	37	Unterminated response from SCP server
710084d250	2	43	Invalid response from SCP server, too short
710084d280	1	49	Invalid response from SCP server, malformed mtime
710084d2b8	1	54	Invalid response from SCP server, malformed mtime.usec
710084d2f0	2	56	Invalid response from SCP server, too short or malformed
710084d330	1	35	Would block waiting to send SCP ACK
710084d358	1	32	Invalid response from SCP server
710084d380	1	48	Invalid response from SCP server, malformed mode
710084d3b8	1	46	Invalid response from SCP server, invalid mode
710084d3e8	1	46	Invalid response from SCP server, invalid size
710084d418	1	27	Would block sending SCP ACK
710084d438	2	24	Unexpected channel close
710084d458	1	9	scp -%st 
710084d468	1	40	Unknown error while getting error string
710084d498	1	44	Would block waiting for response from remote
710084d4c8	1	11	SCP failure
710084d4d8	1	32	Invalid ACK response from remote
710084d500	1	13	T%ld 0 %ld 0\n
710084d510	1	42	Would block sending time data for SCP file
710084d540	1	37	Unable to send time data for SCP file
710084d568	1	32	Would block waiting for response
710084d590	1	24	Invalid SCP ACK response
710084d5b0	1	13	C0%o %lld %s\n
710084d5c0	1	44	Would block send core file data for SCP file
710084d5f0	1	42	Unable to send core file data for SCP file
710084d620	1	20	failed to get memory
710084d638	1	19	failed to send file
710084d650	0	20	No method negotiated
710084d668	1	19	API timeout expired
710084d680	1	27	Timed out waiting on socket
710084d6a0	1	23	Error waiting on socket
710084d6b8	0	24	SSH-2.0-libssh2_1.10.0\n
710084d6d8	1	19	Bad socket provided
710084d6f0	1	55	Failed changing socket's blocking state to non-blocking
710084d728	1	21	Failed sending banner
710084d740	1	40	Error allocating space for remote banner
710084d770	1	21	Failed getting banner
710084d790	1	34	Unable to exchange encryption keys
710084d7b8	2	12	ssh-userauth
710084d7c8	1	38	Unable to ask for ssh-userauth service
710084d7f0	1	37	Invalid response received from server
710084d818	1	20	too long description
710084d830	1	34	malloc fail for zombie request  ID
710084d858	1	12	channel read
710084d868	1	21	SFTP packet too large
710084d880	1	36	Unable to allocate empty SFTP packet
710084d8a8	1	30	Unable to allocate SFTP packet
710084d8c8	1	29	Error waiting for SFTP packet
710084d8e8	1	26	Out of sync with the world
710084d908	1	44	Unable to allocate datablock for SFTP packet
710084d938	1	48	Unable to allocate memory for FXP_READDIR packet
710084d970	3	31	_libssh2_channel_write() failed
710084d990	1	24	Status message too short
710084d9b0	3	34	Timeout waiting for status message
710084d9d8	12	19	SFTP Protocol Error
710084d9f0	1	29	session not authenticated yet
710084da10	1	30	session->sftpInit_sftp == NULL
710084da30	5	6	sftp.c
710084da38	1	25	Unable to startup channel
710084da58	1	9	subsystem
710084da68	1	37	Would block to request SFTP subsystem
710084da90	1	32	Unable to request SFTP subsystem
710084dab8	1	43	Would block requesting handle extended data
710084dae8	1	39	Unable to allocate a new SFTP structure
710084db10	1	32	Would block sending SSH_FXP_INIT
710084db38	1	27	Unable to send SSH_FXP_INIT
710084db58	1	37	Would block receiving SSH_FXP_VERSION
710084db80	1	32	Invalid SSH_FXP_VERSION response
710084dba8	1	48	Timeout waiting for response from SFTP subsystem
710084dbe0	1	38	Data too short when extracting extname
710084dc08	2	38	Data too short when extracting extdata
710084dc30	1	60	Unable to allocate memory for FXP_OPEN or FXP_OPENDIR packet
710084dc70	1	51	Would block sending FXP_OPEN or FXP_OPENDIR command
710084dca8	1	24	Unable to send FXP_OPEN*
710084dcc8	1	38	Would block waiting for status message
710084dcf0	2	18	Response too small
710084dd08	1	20	Too small FXP_STATUS
710084dd20	1	26	Failed opening remote file
710084dd40	1	20	Too small FXP_HANDLE
710084dd58	2	44	Unable to allocate new SFTP handle structure
710084dd88	1	47	rc != LIBSSH2_ERROR_EAGAIN || !filep->data_left
710084ddb8	1	41	rc != LIBSSH2_ERROR_EAGAIN || !filep->eof
710084dde8	2	25	malloc fail for FXP_WRITE
710084de08	2	26	sftp_read() internal error
710084de28	1	15	SFTP READ error
710084de38	1	32	Read Packet At Unexpected Offset
710084de60	1	21	SFTP Protocol badness
710084de78	1	25	FXP_READ response too big
710084de98	1	57	SFTP Protocol badness: unrecognised read request response
710084ded8	1	47	!"State machine error; unrecognised read state"
710084df08	2	26	FXP write packet too short
710084df28	2	16	FXP write failed
710084df40	1	49	Unable to allocate memory for FXP_EXTENDED packet
710084df78	0	17	fsync@openssh.com
710084df90	0	27	SFTP fsync packet too short
710084dfb0	1	36	Error waiting for FXP EXTENDED REPLY
710084dfd8	0	12	fsync failed
710084dfe8	0	27	Unable to send FXP_FSETSTAT
710084e008	0	32	Unable to send FXP_FSTAT command
710084e030	0	51	Unable to allocate memory for FSTAT/FSETSTAT packet
710084e068	1	27	SFTP fstat packet too short
710084e088	2	34	Attributes too short in SFTP fstat
710084e0b0	1	46	Unable to allocate memory for FXP_CLOSE packet
710084e0e0	1	32	Unable to send FXP_CLOSE command
710084e108	1	37	Packet too short in FXP_CLOSE command
710084e130	2	32	Error waiting for status message
710084e158	1	47	Unable to allocate memory for FXP_REMOVE packet
710084e188	1	33	Unable to send FXP_REMOVE command
710084e1b0	1	28	SFTP unlink packet too short
710084e1d0	6	28	Error waiting for FXP STATUS
710084e1f0	1	30	Server does not support RENAME
710084e210	1	47	Unable to allocate memory for FXP_RENAME packet
710084e240	1	33	Unable to send FXP_RENAME command
710084e268	1	28	SFTP rename packet too short
710084e288	2	62	File already exists and SSH_FXP_RENAME_OVERWRITE not specified
710084e2c8	2	23	Operation Not Supported
710084e2e0	0	20	fstatvfs@openssh.com
710084e2f8	2	35	SFTP Protocol Error: short response
710084e320	1	19	statvfs@openssh.com
710084e338	1	46	Unable to allocate memory for FXP_MKDIR packet
710084e368	1	27	SFTP mkdir packet too short
710084e388	1	46	Unable to allocate memory for FXP_RMDIR packet
710084e3b8	1	32	Unable to send FXP_RMDIR command
710084e3e0	1	27	SFTP rmdir packet too short
710084e400	1	46	Unable to allocate memory for FXP_*STAT packet
710084e430	1	41	Unable to send STAT/LSTAT/SETSTAT command
710084e460	3	26	SFTP stat packet too short
710084e480	1	43	Server does not support SYMLINK or READLINK
710084e4b0	1	62	Unable to allocate memory for SYMLINK/READLINK/REALPATH packet
710084e4f0	1	39	Unable to send SYMLINK/READLINK command
710084e518	1	29	SFTP symlink packet too short
710084e538	1	51	Invalid READLINK/REALPATH response, no name entries
710084e570	1	36	No handler for specified private key
710084e598	1	42	Unable to initialize private key from file
710084e5c8	1	30	Unable to open public key file
710084e5e8	1	31	Invalid data in public key file
710084e608	2	45	Unable to allocate memory for public key data
710084e638	1	35	Unable to read public key from file
710084e660	1	23	Invalid public key data
710084e678	1	36	Invalid key data, not base64 encoded
710084e6a0	1	23	Missing public key data
710084e6b8	1	43	Unable to allocate memory for userauth_list
710084e6e8	5	14	ssh-connection
710084e6f8	2	36	Would block requesting userauth list
710084e720	1	36	Unable to send userauth-none request
710084e748	1	23	Failed getting response
710084e760	1	29	Unexpected userauth list size
710084e780	1	55	Unable to allocate memory for userauth-password request
710084e7b8	1	36	Would block writing password request
710084e7e0	1	40	Unable to send userauth-password request
710084e810	1	29	Waiting for password response
710084e830	1	41	Authentication failed (username/password)
710084e860	1	37	Password expired, and callback failed
710084e888	1	62	Unable to allocate memory for userauth password change request
710084e8c8	1	19	Would block waiting
710084e8e0	1	47	Unable to send userauth password-change request
710084e910	1	43	Password Expired, and no callback specified
710084e940	2	21	Authentication failed
710084e958	0	64	Failed allocating additional space for userauth-hostbased packet
710084e9a0	0	41	Unable to send userauth-hostbased request
710084e9d0	0	11	Auth failed
710084e9e0	1	81	Invalid signature for supplied public key, or bad username/public key combination
710084ea38	1	29	Invalid public key, too short
710084ea58	1	18	Invalid public key
710084ea70	1	41	Unable to send userauth-publickey request
710084eaa0	1	29	Waiting for USERAUTH response
710084eac0	1	38	Username/PublicKey combination invalid
710084eae8	1	60	Unable to allocate memory for userauth-publickey signed data
710084eb28	1	23	Callback returned error
710084eb40	1	64	Failed allocating additional space for userauth-publickey packet
710084eb88	1	39	Waiting for publickey USERAUTH response
710084ebb0	0	39	Invalid data in public and private key.
710084ebd8	1	65	Unable to allocate memory for keyboard-interactive authentication
710084ec20	1	43	Unable to send keyboard-interactive request
710084ec50	1	38	Waiting for keyboard USERAUTH response
710084ec78	1	44	Authentication failed (keyboard-interactive)
710084eca8	1	52	userauth keyboard data buffer too smallto get length
710084ece0	1	71	Unable to allocate memory for keyboard-interactive 'name' request field
710084ed28	1	52	userauth keyboard data buffer too smallfor auth name
710084ed60	1	66	userauth keyboard data buffer too smallfor auth instruction length
710084eda8	1	78	Unable to allocate memory for keyboard-interactive 'instruction' request field
710084edf8	1	59	userauth keyboard data buffer too smallfor auth instruction
710084ee38	1	67	userauth keyboard data buffer too smallfor auth language tag length
710084ee80	1	60	userauth keyboard data buffer too smallfor auth language tag
710084eec0	1	68	userauth keyboard data buffer too smallfor auth num keyboard prompts
710084ef08	1	49	Too many replies for keyboard-interactive prompts
710084ef40	1	64	Unable to allocate memory for keyboard-interactive prompts array
710084ef88	1	66	Unable to allocate memory for keyboard-interactive responses array
710084efd0	1	71	userauth keyboard data buffer too small for auth keyboard prompt length
710084f018	1	65	Unable to allocate memory for keyboard-interactive prompt message
710084f060	1	64	userauth keyboard data buffer too small for auth keyboard prompt
710084f0a8	1	69	userauth keyboard data buffer too small for auth keyboard prompt echo
710084f0f0	2	66	Unable to allocate memory for keyboard-interactive response packet
710084f138	1	52	Unable to send userauth-keyboard-interactive request
710084f170	1	22	(len % blocksize) == 0
710084f188	2	11	transport.c
710084f198	1	14	remainbuf >= 0
710084f1a8	1	45	Unable to get random bytes for packet padding
710084f1d8	1	15	No key type set
710084f1e8	1	46	Unable to allocate memory for known host entry
710084f218	1	39	Unable to allocate memory for host name
710084f240	1	22	Unknown host name type
710084f258	1	33	Unable to allocate memory for key
710084f280	2	48	Unable to allocate memory for base64-encoded key
710084f2b8	1	38	Unable to allocate memory for key type
710084f2e0	1	37	Unable to allocate memory for comment
710084f308	1	57	Failed to parse known_hosts line (unexpectedly long salt)
710084f348	2	52	Failed to parse known_hosts line (unexpected length)
710084f380	1	7	[%s]:%d
710084f388	2	33	Known-host write buffer too small
710084f3b0	1	36	Unsupported type of known-host entry
710084f3d8	1	54	Unable to allocate memory for base64-encoded host name
710084f410	1	49	Unable to allocate memory for base64-encoded salt
710084f448	1	18	|1|%s|%s %s %s %s\n
710084f460	2	15	|1|%s|%s %s %s\n
710084f470	1	12	|1|%s|%s %s\n
710084f480	1	12	%s %s %s %s\n
710084f490	1	6	%s %s\n
710084f498	1	52	Unable to allocate memory for known-hosts collection
710084f4d0	3	48	Unsupported type of known-host information store
710084f508	1	32	Failed to parse known_hosts line
710084f530	0	48	Failed to parse known_hosts line (key too short)
710084f570	1	32	Failed to parse known hosts file
710084f598	2	19	Failed to open file
710084f5b0	1	12	Write failed
710084f5c0	1	15	illegal request
710084f5d0	2	19	agent not connected
710084f5e8	1	18	agent sign failure
710084f600	1	45	Unable to allocate space for agent connection
710084f630	1	21	illegal agent request
710084f648	1	20	agent list id failed
710084f660	1	22	Key type not supported
710084f678	1	13	key too short
710084f688	1	14	openssh-key-v1
710084f698	1	23	key auth magic mismatch
710084f6b0	1	21	ciphername is missing
710084f6c8	1	18	kdfname is missing
710084f6e0	1	14	kdf is missing
710084f6f0	2	6	bcrypt
710084f6f8	1	14	unknown cipher
710084f708	2	14	invalid format
710084f718	1	29	Multiple keys are unsupported
710084f738	1	47	Invalid private key; expect embedded public key
710084f768	1	26	Private key data not found
710084f788	1	25	No supported cipher found
710084f7a8	1	19	Could not alloc key
710084f7c0	1	30	kdf contains unexpected values
710084f7e0	1	27	bcrypted without passphrase
710084f800	1	24	Could not alloc key part
710084f820	1	23	Could not alloc iv part
710084f838	1	45	Private key unpack failed (correct password?)
710084f868	2	46	Unable to allocate memory for decrypted struct
710084f898	0	22	Proc-Type: 4,ENCRYPTED
710084f8b0	1	41	Unable to allocate memory for PEM parsing
710084f8e0	1	35	-----BEGIN OPENSSH PRIVATE KEY-----
710084f908	1	33	-----END OPENSSH PRIVATE KEY-----
710084f930	1	35	Error parsing PEM: filedata missing
710084f958	2	39	Error parsing PEM: offset out of bounds
710084f980	1	39	Error parsing PEM: base 64 data missing
710084f9a8	1	32	Unable to send keepalive message
710084f9d0	2	32	OxychromaticBlowfishSwatDynamite
710084f9f8	1	27	decompression uninitialized
710084fa18	1	39	Unable to allocate decompression buffer
710084fa40	1	21	decompression failure
710084fa58	1	39	Excessive growth in decompression phase
710084fa80	1	37	Unable to expand decompression buffer
710084faa8	1	19	compression failure
710084fac0	1	60	Unable to allocate memory for zlib compression/decompression
710084fb00	1	16	zlib@openssh.com
710084fb20	1	8	3des-cbc
710084fb30	1	22	DEK-Info: DES-EDE3-CBC
710084fb48	1	10	arcfour128
710084fb58	1	7	arcfour
710084fb60	1	13	DEK-Info: RC4
710084fb70	1	12	blowfish-cbc
710084fb80	1	27	rijndael-cbc@lysator.liu.se
710084fba0	2	21	DEK-Info: AES-256-CBC
710084fbb8	1	10	aes256-cbc
710084fbc8	1	10	aes192-cbc
710084fbd8	1	21	DEK-Info: AES-192-CBC
710084fbf0	1	10	aes128-cbc
710084fc00	1	21	DEK-Info: AES-128-CBC
710084fc18	1	10	aes256-ctr
710084fc38	1	10	aes128-ctr
710084fc48	1	24	unknown header flags set
710084fc68	2	26	unknown compression method
710084fc88	1	22	incorrect header check
710084fca0	1	19	invalid window size
710084fcb8	1	19	header crc mismatch
710084fcd0	1	18	invalid block type
710084fce8	1	28	invalid stored block lengths
710084fd08	1	35	too many length or distance symbols
710084fd30	1	24	invalid code lengths set
710084fd50	1	36	invalid code -- missing end-of-block
710084fd78	1	27	invalid literal/lengths set
710084fd98	1	21	invalid distances set
710084fdb0	2	27	invalid literal/length code
710084fdd0	2	21	invalid distance code
710084fde8	2	29	invalid distance too far back
710084fe08	1	20	incorrect data check
710084fe20	1	22	incorrect length check
710084fe38	1	25	invalid bit length repeat
710084fe58	2	5	1.3.1
710084fe60	3	19	insufficient memory
710084fe78	2	12	buffer error
710084fe88	1	20	incompatible version
710084fea0	1	17	No error detected
710084feb8	1	15	Error (generic)
710084fec8	1	24	Unknown frame descriptor
710084fee8	1	21	Version not supported
710084ff00	1	27	Unsupported frame parameter
710084ff20	1	43	Frame requires too much memory for decoding
710084ff50	1	24	Data corruption detected
710084ff70	1	36	Restored data doesn't match checksum
710084ff98	1	62	Header of Literals' block doesn't respect format specification
710084ffd8	1	21	Unsupported parameter
710084fff0	1	37	Unsupported combination of parameters
7100850018	1	25	Parameter is out of bound
7100850038	1	28	Context should be init first
7100850058	1	36	Allocation error : not enough memory
7100850080	1	36	workSpace buffer is not large enough
71008500a8	1	52	Operation not authorized at current processing stage
71008500e0	1	47	tableLog requires too much memory : unsupported
7100850110	1	40	Unsupported max Symbol Value : too large
7100850140	1	37	Specified maxSymbolValue is too small
7100850168	1	51	pledged buffer stability condition is not respected
71008501a0	1	23	Dictionary is corrupted
71008501b8	1	19	Dictionary mismatch
71008501d0	1	46	Cannot create Dictionary from provided samples
7100850200	1	31	Destination buffer is too small
7100850220	1	21	Src size is incorrect
7100850238	1	36	Operation on NULL destination buffer
7100850260	1	79	Operation made no progress over multiple calls, due to output buffer being full
71008502b0	1	72	Operation made no progress over multiple calls, due to input being empty
7100850300	1	24	Frame index is too large
7100850320	1	42	An I/O error occurred when reading/seeking
7100850350	1	27	Destination buffer is wrong
7100850370	1	22	Source buffer is wrong
7100850388	1	61	Block-level external sequence producer returned an error code
71008503c8	1	32	External sequences are not valid
71008503f0	1	22	Unspecified error code
7100850408	0	17	CHACHA20-POLY1305
7100850420	0	8	CHACHA20
7100850440	0	12	BLOWFISH-CTR
7100850450	0	14	BLOWFISH-CFB64
7100850460	0	12	BLOWFISH-CBC
7100850470	0	12	BLOWFISH-ECB
7100850480	1	12	DES-EDE3-CBC
71008504a0	0	11	DES-EDE-CBC
71008504b0	0	11	DES-EDE-ECB
71008504c8	0	16	CAMELLIA-256-CCM
71008504e0	0	16	CAMELLIA-192-CCM
71008504f8	0	16	CAMELLIA-128-CCM
7100850510	0	16	CAMELLIA-256-GCM
7100850528	0	16	CAMELLIA-192-GCM
7100850540	0	16	CAMELLIA-128-GCM
7100850558	0	16	CAMELLIA-256-CTR
7100850570	0	16	CAMELLIA-192-CTR
7100850588	0	16	CAMELLIA-128-CTR
71008505a0	0	19	CAMELLIA-256-CFB128
71008505b8	0	19	CAMELLIA-192-CFB128
71008505d0	0	19	CAMELLIA-128-CFB128
71008505e8	0	16	CAMELLIA-256-CBC
7100850600	0	16	CAMELLIA-192-CBC
7100850618	0	16	CAMELLIA-128-CBC
7100850630	0	16	CAMELLIA-256-ECB
7100850648	0	16	CAMELLIA-192-ECB
7100850660	0	16	CAMELLIA-128-ECB
71008506d8	0	11	AES-256-XTS
71008506f8	0	11	AES-256-CTR
7100850718	0	11	AES-128-CTR
7100850758	0	14	AES-256-CFB128
7100850778	0	14	AES-128-CFB128
71008507e8	1	16	BLINDING CONTEXT
7100850800	2	9	secp521r1
7100850810	1	15	brainpoolP512r1
7100850820	2	9	secp384r1
7100850830	1	15	brainpoolP384r1
7100850840	2	9	secp256r1
7100850850	2	9	secp256k1
7100850860	1	15	brainpoolP256r1
7100850870	2	9	secp224r1
7100850880	2	9	secp224k1
7100850890	2	9	secp192r1
71008508a0	2	9	secp192k1
71008508c0	1	46	CIPHER - The selected feature is not available
71008508f0	1	29	CIPHER - Bad input parameters
7100850910	1	34	CIPHER - Failed to allocate memory
7100850938	1	60	CIPHER - Input data contains invalid padding and is rejected
